ï»¿textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 06/11/2017 18:36:15 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,50,12/13/99,12/19/99,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,51,12/20/99,12/26/99,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,1999,52,12/27/99,1/2/00,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,1,1/3/00,1/9/00,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,2,1/10/00,1/16/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,3,1/17/00,1/23/00,,2,0,,0,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,4,1/24/00,1/30/00,,1,0,,0,,1,1,,,,0,1,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,5,1/31/00,2/6/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,6,2/7/00,2/13/00,,1,0,,0,,1,1,,,,0,1,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,7,2/14/00,2/20/00,,2,0,,0,,2,2,,,,0,2,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,8,2/21/00,2/27/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,9,2/28/00,3/5/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,10,3/6/00,3/12/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,11,3/13/00,3/19/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,12,3/20/00,3/26/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,13,3/27/00,4/2/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,14,4/3/00,4/9/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,15,4/10/00,4/16/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,16,4/17/00,4/23/00,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,17,4/24/00,4/30/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,18,5/1/00,5/7/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,19,5/8/00,5/14/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,20,5/15/00,5/21/00,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,21,5/22/00,5/28/00,,2,0,,1,,1,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,22,5/29/00,6/4/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,23,6/5/00,6/11/00,,2,0,,0,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,24,6/12/00,6/18/00,,5,0,,1,,2,3,,,4,4,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,25,6/19/00,6/25/00,,5,0,,0,,2,2,,,3,3,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,26,6/26/00,7/2/00,,4,0,,0,,2,2,,,2,2,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,27,7/3/00,7/9/00,,6,,,,,3,3,,,3,3,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,28,7/10/00,7/16/00,,14,0,,0,,9,9,,,5,5,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,29,7/17/00,7/23/00,,34,0,,3,,19,22,,,12,12,34,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,30,7/24/00,7/30/00,,37,2,,1,,22,25,,,12,12,37,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,31,7/31/00,8/6/00,,29,0,,1,,18,19,,,10,10,29,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,32,8/7/00,8/13/00,,37,2,,3,,16,21,,,15,15,36,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,33,8/14/00,8/20/00,,53,1,,1,,39,41,,,12,12,53,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,34,8/21/00,8/27/00,,68,2,,11,,41,54,,,18,18,72,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,35,8/28/00,9/3/00,,55,0,,0,,44,44,,,10,10,54,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,36,9/4/00,9/10/00,,40,0,,0,,36,36,,,4,4,40,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,37,9/11/00,9/17/00,,32,0,,0,,25,25,,,7,7,32,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,38,9/18/00,9/24/00,,18,0,,0,,10,10,,,8,8,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,39,9/25/00,10/1/00,,15,0,,0,,9,9,,,6,6,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,40,10/2/00,10/8/00,,25,0,,0,,16,16,,,9,9,25,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,41,10/9/00,10/15/00,,10,0,,0,,6,6,,,4,4,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,42,10/16/00,10/22/00,,5,,,,,3,3,,,2,2,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,43,10/23/00,10/29/00,,2,,,,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,44,10/30/00,11/5/00,,5,,,,,1,1,,,4,4,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,45,11/6/00,11/12/00,,1,0,,0,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,46,11/13/00,11/19/00,,1,0,,0,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,47,11/20/00,11/26/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,48,11/27/00,12/3/00,,3,0,,0,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,49,12/4/00,12/10/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,50,12/11/00,12/17/00,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,51,12/18/00,12/24/00,,,,,,,,0,,,,0,0,,No Report
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2000,52,12/25/00,12/31/00,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,1,1/1/01,1/7/01,,2,0,,0,,0,0,,,2,2,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,2,1/8/01,1/14/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,3,1/15/01,1/21/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,4,1/22/01,1/28/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,5,1/29/01,2/4/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,6,2/5/01,2/11/01,,2,0,,0,,0,0,,,2,2,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,7,2/12/01,2/18/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,8,2/19/01,2/25/01,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,9,2/26/01,3/4/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,10,3/5/01,3/11/01,,2,0,,0,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,11,3/12/01,3/18/01,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,12,3/19/01,3/25/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,13,3/26/01,4/1/01,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,15,4/9/01,4/15/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,16,4/16/01,4/22/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,17,4/23/01,4/29/01,,1,0,,0,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,18,4/30/01,5/6/01,,,,,,,,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,19,5/7/01,5/13/01,,,,,,,,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,20,5/14/01,5/20/01,,3,1,,1,,,2,,,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,21,5/21/01,5/27/01,,,,,,,,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,22,5/28/01,6/3/01,,,,,,,,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,23,6/4/01,6/10/01,,,,,,,,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,24,6/11/01,6/17/01,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,25,6/18/01,6/24/01,,2,0,,0,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,26,6/25/01,7/1/01,,2,0,,0,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,27,7/2/01,7/8/01,,12,2,,0,,9,11,,,1,1,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,28,7/9/01,7/15/01,,4,0,,0,,4,4,,,,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,29,7/16/01,7/22/01,,18,0,,0,,18,18,,,1,1,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,30,7/23/01,7/29/01,,12,4,,0,,7,11,,,1,1,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,31,7/30/01,8/5/01,,21,9,,3,,8,20,,,1,1,21,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,32,8/6/01,8/12/01,,19,6,,2,,10,18,,,,0,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,33,8/13/01,8/19/01,,19,11,,1,,7,19,,,,0,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,34,8/20/01,8/26/01,,13,7,,0,,5,12,,,1,1,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,35,8/27/01,9/2/01,,9,5,,0,,3,8,,,1,1,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,36,9/3/01,9/9/01,,4,0,,0,,4,4,,,,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,37,9/10/01,9/16/01,,3,,,,,2,2,,,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,38,9/17/01,9/23/01,,2,,,,,,0,,,2,2,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,39,9/24/01,9/30/01,,,,,,,,0,,,3,3,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,40,10/1/01,10/7/01,,1,,,,,,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,43,10/22/01,10/28/01,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,45,11/5/01,11/11/01,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,46,11/12/01,11/18/01,,,,,,,,0,,,,0,0,,No Report
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2001,52,12/24/01,12/30/01,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,1,12/31/01,1/6/02,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,2,1/7/02,1/13/02,,15,0,,15,,1,16,,,,0,16,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,3,1/14/02,1/20/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,4,1/21/02,1/27/02,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,5,1/28/02,2/3/02,,2,0,,0,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,6,2/4/02,2/10/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,7,2/11/02,2/17/02,,2,0,,0,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,8,2/18/02,2/24/02,,1,0,,0,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,9,2/25/02,3/3/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,10,3/4/02,3/10/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,11,3/11/02,3/17/02,,5,0,,5,,0,5,,,,0,5,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,12,3/18/02,3/24/02,,17,0,,0,,17,17,,,,0,17,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,13,3/25/02,3/31/02,,2,0,,0,,1,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,14,4/1/02,4/7/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,15,4/8/02,4/14/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,16,4/15/02,4/21/02,,1,0,,0,,0,0,,,1,1,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,17,4/22/02,4/28/02,,2,0,,1,,0,1,,,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,18,4/29/02,5/5/02,,6,0,,0,,0,0,,,6,6,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,19,5/6/02,5/12/02,,6,0,,1,,0,1,,,5,5,6,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,20,5/13/02,5/19/02,,8,0,,1,,0,1,,,7,7,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,21,5/20/02,5/26/02,,23,,,7,,2,9,,,14,14,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,22,5/27/02,6/2/02,,37,0,,9,,1,10,,,27,27,37,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,23,6/3/02,6/9/02,,48,0,,11,,6,17,,,31,31,48,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,24,6/10/02,6/16/02,,45,0,,7,,3,10,,,35,35,45,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,25,6/17/02,6/23/02,,33,0,,11,,4,15,,,18,18,33,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,26,6/24/02,6/30/02,,50,0,,14,,14,28,,,22,22,50,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,27,7/1/02,7/7/02,,54,0,,18,,24,42,,,12,12,54,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,28,7/8/02,7/14/02,,46,0,,16,,19,35,,,11,11,46,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,29,7/15/02,7/21/02,,37,,,,,30,30,,,7,7,37,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,30,7/22/02,7/28/02,,46,,,,,42,42,,,4,4,46,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,31,7/29/02,8/4/02,,30,,,,,28,28,,,2,2,30,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,32,8/5/02,8/11/02,,63,,,,,60,60,,,3,3,63,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,33,8/12/02,8/18/02,,14,,,,,14,14,,,,0,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,34,8/19/02,8/25/02,,11,0,,0,,11,11,,,,0,11,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,35,8/26/02,9/1/02,,11,,,,,10,10,,,1,1,11,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,36,9/2/02,9/8/02,,3,,,,,3,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,37,9/9/02,9/15/02,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,38,9/16/02,9/22/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,39,9/23/02,9/29/02,,6,0,,0,,6,6,,,,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,40,9/30/02,10/6/02,,2,0,,0,,2,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,41,10/7/02,10/13/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,42,10/14/02,10/20/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,43,10/21/02,10/27/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,44,10/28/02,11/3/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,45,11/4/02,11/10/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,46,11/11/02,11/17/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,47,11/18/02,11/24/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,48,11/25/02,12/1/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,49,12/2/02,12/8/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,50,12/9/02,12/15/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,51,12/16/02,12/22/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2002,52,12/23/02,12/29/02,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,1,12/30/02,1/5/03,,1,0,,1,,0,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,2,1/6/03,1/12/03,,14,0,,5,,9,14,,,,0,14,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,3,1/13/03,1/19/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,4,1/20/03,1/26/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,5,1/27/03,2/2/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,6,2/3/03,2/9/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,7,2/10/03,2/16/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,8,2/17/03,2/23/03,,0,0,,0,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,9,2/24/03,3/2/03,,1,,,1,,,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,10,3/3/03,3/9/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,11,3/10/03,3/16/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,12,3/17/03,3/23/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,13,3/24/03,3/30/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,14,3/31/03,4/6/03,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,15,4/7/03,4/13/03,,0,,,,,0,0,,,,0,0,,No Report
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,16,4/14/03,4/20/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,17,4/21/03,4/27/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,18,4/28/03,5/4/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,19,5/5/03,5/11/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,20,5/12/03,5/18/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,21,5/19/03,5/25/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,22,5/26/03,6/1/03,,1,,,,,1,1,,,,0,1,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,23,6/2/03,6/8/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,24,6/9/03,6/15/03,,0,,,,,0,0,,,,0,0,,No Activity
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,25,6/16/03,6/22/03,,1,,,,,1,1,,,,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,26,6/23/03,6/29/03,,77,0,,1,,1,2,,,,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,27,6/30/03,7/6/03,,82,0,,1,,2,3,,,,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,28,7/7/03,7/13/03,,106,0,,3,,2,5,,,,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,29,7/14/03,7/20/03,,112,0,,4,,9,13,,,,0,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,30,7/21/03,7/27/03,,167,0,,37,,13,50,,,1,1,51,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2003,31,7/28/03,8/3/03,,246,,,65,,51,116,,,,0,116,,Regional Outbreak
